Source,Title,Link,Summary,Published,SEO_Score,cleaned,topic_cluster,sentiment_score,lexicon_score,impact_score,impact_level,operational_tag,event_flag,cluster_name
Onlanka.com,German Defence Attaché calls on Sri Lanka’s Defence Secretary,https://www.onlanka.com/news/german-defence-attache-calls-on-sri-lankas-defence-secretary.html,"The Defence Attaché of the Embassy of the Federal Republic of Germany, Colonel Klaus Willi Merkel, paid a courtesy call on Sri Lanka’s Defence Secretary, Air Vice Marshal Sampath Thuyacontha (Retd), at the Ministry of Defence in Sri Jayewardenepura, Kotte, today (December 5).
The post German Defence Attaché calls on Sri Lanka’s Defence Secretary appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Fri, 05 Dec 2025 14:58:50 +0000",6.45,german defence attach calls sri lanka defence secretary defence attach embassy federal republic germany colonel klaus willi merkel paid courtesy call sri lanka defence secretary air vice marshal sampath thuyacontha retd ministry defence sri jayewardenepura kotte today december 5 post german defence attach calls sri lanka defence secretary appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,0.7964,0.0,0.7964,Opportunity,"security, sentiment",Major Event,"Lanka, Sri, Cyclone"
Onlanka.com,IMF considers $200 Million aid to Sri Lanka after Cyclone Ditwah,https://www.onlanka.com/news/imf-considers-200-million-aid-to-sri-lanka-after-cyclone-ditwah.html,"The International Monetary Fund (IMF) has expressed its deepest sympathies to the people of Sri Lanka after Cyclone Ditwah caused widespread destruction across the country.
The post IMF considers $200 Million aid to Sri Lanka after Cyclone Ditwah appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Fri, 05 Dec 2025 14:39:52 +0000",6.45,imf considers 200 million aid sri lanka cyclone ditwah international monetary fund imf expressed deepest sympathies people sri lanka cyclone ditwah caused widespread destruction across country post imf considers 200 million aid sri lanka cyclone ditwah appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,-0.4404,-10.0,-10.0,High Risk,"weather, economic, sentiment",Major Event,"Lanka, Sri, Cyclone"
Onlanka.com,Sri Lanka’s 2026 Budget passed in Parliament,https://www.onlanka.com/news/sri-lankas-2026-budget-passed-in-parliament.html,"The Third Reading of the 2026 Budget was passed in the Parliament of Sri Lanka with amendments by a majority of 157 votes this evening (December 5).
The post Sri Lanka&#8217;s 2026 Budget passed in Parliament appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Fri, 05 Dec 2025 14:14:08 +0000",6.45,sri lanka 2026 budget passed parliament third reading 2026 budget passed parliament sri lanka amendments majority 157 votes evening december 5 post sri lanka 8217 2026 budget passed parliament appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,0.2023,0.0,0.2023,Neutral,"economic, sentiment",Major Event,"Lanka, Sri, Cyclone"
Onlanka.com,"Sri Lanka reports 607 dead, 214 missing after extreme weather",https://www.onlanka.com/news/sri-lanka-reports-607-dead-214-missing-after-extreme-weather.html,"The Disaster Management Centre (DMC) reports that 607 deaths caused by adverse weather conditions in Sri Lanka have been recorded so far, while 214 people remain missing.
The post Sri Lanka reports 607 dead, 214 missing after extreme weather appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Fri, 05 Dec 2025 13:48:34 +0000",6.45,sri lanka reports 607 dead 214 missing extreme weather disaster management centre dmc reports 607 deaths caused adverse weather conditions sri lanka recorded far 214 people remain missing post sri lanka reports 607 dead 214 missing extreme weather appeared first sri lanka news breaking news amp top stories sri lanka onlanka,4,-0.9638,-10.0,-10.0,High Risk,"weather, transport, sentiment",Normal,"Water, Farmers, Floods"
Onlanka.com,Maldives donates tuna containers to Sri Lanka,https://www.onlanka.com/news/maldives-donates-tuna-containers-to-sri-lanka.html,"Sri Lanka received a consignment of canned tuna from the Maldives today (December 5) as relief for people affected by the recent adverse weather, reflecting the strong partnership and regional solidarity between the two nations.
The post Maldives donates tuna containers to Sri Lanka appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Fri, 05 Dec 2025 13:36:57 +0000",6.45,maldives donates tuna containers sri lanka sri lanka received consignment canned tuna maldives today december 5 relief people affected recent adverse weather reflecting strong partnership regional solidarity two nations post maldives donates tuna containers sri lanka appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,0.743,4.0,4.743,High Opportunity,"weather, sentiment",Major Event,"Lanka, Sri, Cyclone"
LankaBusinessOnline,Hambantota International Port Remains Fully Operational Despite Extreme Weather,https://www.lankabusinessonline.com/hambantota-international-port-remains-fully-operational-despite-extreme-weather/,"As Sri Lanka experiences one of the worst flood situations recorded in its history, which has crippled national infrastructure and forced operations to suspend at the Port of Colombo, Hambantota International Port (HIP) has remained fully operational, reinforcing its strategic importance as the country’s second major commercial hub. Although Hambantota also faced heavy rains, it [&#8230;]","Sun, 07 Dec 2025 07:23:10 +0000",6.92,hambantota international port remains fully operational despite extreme weather sri lanka experiences one worst flood situations recorded history crippled national infrastructure forced operations suspend port colombo hambantota international port hip remained fully operational reinforcing strategic importance country second major commercial hub although hambantota also faced heavy rains 8230,5,-0.7845,-4.5,-5.2844999999999995,High Risk,"weather, transport, security, economic, sentiment",Normal,"Roads, Road, Arrested"
LankaBusinessOnline,Relief Measures to Assist Businesses affected by Recent Disasters by Banks,https://www.lankabusinessonline.com/relief-measures-to-assist-businesses-affected-by-recent-disasters-by-banks/,"The Central Bank of Sri Lanka (CBSL), in view of the adverse effects of the recent cyclonic and flood disasters, having considered the proposals of the Sri Lanka Banks’ Association (Guarantee) Ltd. (SLBA) and the need to grant effective relief to those affected without unduly compromising financial system stability, issued the Circular No. 04 of [&#8230;]","Fri, 05 Dec 2025 20:15:44 +0000",6.92,relief measures assist businesses affected recent disasters banks central bank sri lanka cbsl view adverse effects recent cyclonic flood disasters considered proposals sri lanka banks association guarantee ltd slba need grant effective relief affected without unduly compromising financial system stability issued circular 04 8230,3,0.2263,3.5,3.7263,High Opportunity,"weather, transport, economic, sentiment",Major Event,"Lanka, Sri, Cyclone"
LankaBusinessOnline,IMF Considers USD 200 Mn Emergency Aid for Cyclone-Hit Sri Lanka,https://www.lankabusinessonline.com/imf-considers-usd-200-mn-emergency-aid-for-cyclone-hit-sri-lanka/,"International Monetary Fund (IMF) Mission Chief for Sri Lanka, Evan Papageorgiou, issued a statement today addressing the impact of Cyclone Ditwah and the resulting financial request from the Sri Lankan government. He began by extending the IMF's sympathies to the population profoundly affected by the natural disaster: ""In the wake of the devastating impact and [&#8230;]","Fri, 05 Dec 2025 16:30:52 +0000",6.92,imf considers usd 200 mn emergency aid cyclone hit sri lanka international monetary fund imf mission chief sri lanka evan papageorgiou issued statement today addressing impact cyclone ditwah resulting financial request sri lankan government began extending imf sympathies population profoundly affected natural disaster wake devastating impact 8230,3,-0.8779,-10.0,-10.0,High Risk,"weather, health, economic, sentiment",Major Event,"Lanka, Sri, Cyclone"
LankaBusinessOnline,IMF Exploring Options for Further Support to Sri Lanka’s Recovery After Cyclone Devastation,https://www.lankabusinessonline.com/imf-exploring-options-for-further-support-to-sri-lankas-recovery-after-cyclone-devastation/,"The International Monetary Fund (IMF) is actively investigating options to further support Sri Lanka in the recovery process following the devastating cyclone and widespread flooding. This commitment comes as the IMF continues to back Sri Lanka's reform efforts under the Extended Fund Facility (EFF) arrangement. The IMF's Director of Communications, Julie Kozack, conveyed the institution's [&#8230;]","Fri, 05 Dec 2025 06:44:15 +0000",6.92,imf exploring options support sri lanka recovery cyclone devastation international monetary fund imf actively investigating options support sri lanka recovery process following devastating cyclone widespread flooding commitment comes imf continues back sri lanka reform efforts extended fund facility eff arrangement imf director communications julie kozack conveyed institution 8230,3,0.296,-1.5,-1.204,Risk,"weather, transport, energy, economic",Major Event,"Lanka, Sri, Cyclone"
LankaBusinessOnline,Banks Association pledges strong support for economic revival,https://www.lankabusinessonline.com/banks-association-pledges-strong-support-for-economic-revival/,The Sri Lanka Banks Association (SLBA) in a meeting with the Governor of the Central Bank of Sri Lanka (CBSL) today pledged its fullest support to revive the country’s economy following the damage inflicted by Cyclone Ditwah.&#160; The banks represented by the Association stated that a detailed impact assessment has already been initiated across banks [&#8230;],"Wed, 03 Dec 2025 13:20:27 +0000",6.92,banks association pledges strong support economic revival sri lanka banks association slba meeting governor central bank sri lanka cbsl today pledged fullest support revive country economy following damage inflicted cyclone ditwah 160 banks represented association stated detailed impact assessment already initiated across banks 8230,3,0.7845,-3.5,-2.7155,High Risk,"weather, transport, economic",Major Event,"Lanka, Sri, Cyclone"
LankaBusinessOnline,Sri Lanka economic summit opened with focus on recovery and resilience after cyclone Ditwah,https://www.lankabusinessonline.com/sri-lanka-economic-summit-opened-with-focus-on-recovery-and-resilience-after-cyclone-ditwah/,"The Ceylon Chamber of Commerce opened the Sri Lanka Economic &#38; Investment Summit on Tuesday with a renewed sense of purpose, reframing the annual event as a platform for national recovery following the devastation caused by Cyclone Ditwah. Addressing more than 800 delegates, including over 100 overseas investors, the Chamber’s Chairperson, Krishan Balendra began by [&#8230;]","Wed, 03 Dec 2025 06:01:32 +0000",6.92,sri lanka economic summit opened focus recovery resilience cyclone ditwah ceylon chamber commerce opened sri lanka economic 38 investment summit tuesday renewed sense purpose reframing annual event platform national recovery following devastation caused cyclone ditwah addressing 800 delegates including 100 overseas investors chamber chairperson krishan balendra began 8230,3,-0.4215,-5.5,-5.9215,High Risk,"weather, transport, energy, economic",Major Event,"Lanka, Sri, Cyclone"
LankaBusinessOnline,Management committee of ‘Rebuilding Sri Lanka’ fund appointed with  reps from  public and pvt sectors,https://www.lankabusinessonline.com/management-committee-of-rebuilding-sri-lanka-fund-appointed-with-reps-from-public-and-pvt-sectors/,"Cabinet approval has been granted to establish the ‘Rebuilding Sri Lanka’ Fund, aimed at rebuilding the country following the severe devastation caused by Cyclone ‘Ditwah’, one of the worst natural disasters in Sri Lanka’s recent history. The Fund is to be established as a statutory fund under the Presidential Secretariat and its Management Committee will [&#8230;]","Tue, 02 Dec 2025 04:25:27 +0000",6.92,management committee rebuilding sri lanka fund appointed reps public pvt sectors cabinet approval granted establish rebuilding sri lanka fund aimed rebuilding country following severe devastation caused cyclone ditwah one worst natural disasters sri lanka recent history fund established statutory fund presidential secretariat management committee 8230,3,-0.7579,-3.0,-3.7579000000000002,High Risk,"weather, transport, energy, sentiment",Major Event,"Lanka, Sri, Cyclone"
LankaBusinessOnline,Sri Lanka introduces duty-free mechanism for overseas disaster relief donations,https://www.lankabusinessonline.com/sri-lanka-introduces-duty-free-mechanism-for-overseas-disaster-relief-donations/,"Due to the current disaster situation in the country, various inquiries have been made by foreign countries, organizations, individuals, as well as Sri Lankans living abroad, regarding donating essential goods to the people affected. Accordingly, the Government of Sri Lanka has introduced a more convenient procedure to expedite the clearance and distribution of all material [&#8230;]","Tue, 02 Dec 2025 04:17:08 +0000",6.92,sri lanka introduces duty free mechanism overseas disaster relief donations due current disaster situation country various inquiries made foreign countries organizations individuals well sri lankans living abroad regarding donating essential goods people affected accordingly government sri lanka introduced convenient procedure expedite clearance distribution material 8230,3,-0.3182,-3.0,-3.3182,High Risk,"weather, transport, economic, sentiment",Major Event,"Lanka, Sri, Cyclone"
LankaBusinessOnline,Ceylon Chamber affirms support for National recovery efforts following cyclone Ditwah,https://www.lankabusinessonline.com/ceylon-chamber-affirms-support-for-national-recovery-efforts-following-cyclone-ditwah/,"The Ceylon Chamber of Commerce is deeply saddened by the devastation caused by Cyclone Ditwah, and our thoughts are with all individuals, families, and communities affected by this tragedy. We mourn the loss of lives and acknowledge the immense hardship endured by thousands who have been displaced and whose livelihoods have been severely disrupted. In [&#8230;]","Tue, 02 Dec 2025 04:11:36 +0000",6.92,ceylon chamber affirms support national recovery efforts following cyclone ditwah ceylon chamber commerce deeply saddened devastation caused cyclone ditwah thoughts individuals families communities affected tragedy mourn loss lives acknowledge immense hardship endured thousands displaced whose livelihoods severely disrupted 8230,3,-0.9557,-10.0,-10.0,High Risk,"weather, transport, energy, economic",Major Event,"Lanka, Sri, Cyclone"
LankaBusinessOnline,Telecom operators and partners accelerate restoration of connectivity after cyclone Ditwah,https://www.lankabusinessonline.com/telecom-operators-and-partners-accelerate-restoration-of-connectivity-after-cyclone-ditwah/,"Sri Lanka’s national telecommunication operators, in close coordination with government authorities, are intensifying round-the-clock recovery efforts to reconnect communities battered by severe flooding and landslidestriggered by Cyclone Ditwah since 27 November. The disaster has claimed 334 lives, left nearly 400 people missing or unaccounted for, and affected more than 1.3 million individuals nationwide, with rising [&#8230;]","Tue, 02 Dec 2025 04:06:41 +0000",6.92,telecom operators partners accelerate restoration connectivity cyclone ditwah sri lanka national telecommunication operators close coordination government authorities intensifying round clock recovery efforts reconnect communities battered severe flooding landslidestriggered cyclone ditwah since 27 november disaster claimed 334 lives left nearly 400 people missing unaccounted affected 1 3 million individuals nationwide rising 8230,4,-0.8591,-10.0,-10.0,High Risk,"weather, sentiment",Normal,"Water, Farmers, Floods"
Dinamina,නුවරඑළියේ දිස්ත්‍රික්කයේ හානියට පත් මාර්ග ප්‍රතිසංස්කරණය පිළිබඳ දිස්ත්‍රික් සම්බන්ධීකරණ කමිටුවේදී අවධානයට,https://www.dinamina.lk/2025/12/08/local/245818/%e0%b6%b1%e0%b7%94%e0%b7%80%e0%b6%bb%e0%b6%91%e0%b7%85%e0%b7%92%e0%b6%ba%e0%b7%9a-%e0%b6%af%e0%b7%92%e0%b7%83%e0%b7%8a%e0%b6%ad%e0%b7%8a%e0%b6%bb%e0%b7%92%e0%b6%9a%e0%b7%8a%e0%b6%9a%e0%b6%ba/,"නුවරඑළිය දිස්ත්‍රික්කයේ මාර්ගවලට සිදුව තිබෙන හානිය සොයා බැලීම සහ ඊට ගත යුතු කඩිනම් ක්‍රියාමාර්ග ගැනීම සම්බන්ධ සාකච්ඡාවක් ජනාධිපති අනුර කුමාර දිසානායක මහතා&#8230;
The post නුවරඑළියේ දිස්ත්‍රික්කයේ හානියට පත් මාර්ග ප්‍රතිසංස්කරණය පිළිබඳ දිස්ත්‍රික් සම්බන්ධීකරණ කමිටුවේදී අවධානයට appeared first on දිනමිණ.","Mon, 08 Dec 2025 06:51:37 +0000",5.9,8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Dinamina,පොලිස්පති නුවරඑළිය සහ බදුල්ල දිස්ත්‍රික්යන්වල ආපදා තත්වය පිළිබඳව සොයා බලයි,https://www.dinamina.lk/2025/12/08/local/245814/%e0%b6%b4%e0%b7%9c%e0%b6%bd%e0%b7%92%e0%b7%83%e0%b7%8a%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b6%b1%e0%b7%94%e0%b7%80%e0%b6%bb%e0%b6%91%e0%b7%85%e0%b7%92%e0%b6%ba-%e0%b7%83%e0%b7%84-%e0%b6%b6%e0%b6%af/,"පොලිස්පති ප්‍රියන්ත වීරසූරිය මහතා, නුවරඑළිය සහ බදුල්ල යන දිස්ත්‍රික්කවල ඉකුත් 06 සහ 07 යන දෙදින සංචාරය කරමින් එම ප්‍රදේශවල රාජකාරි නියුතු උසස්&#8230;
The post පොලිස්පති නුවරඑළිය සහ බදුල්ල දිස්ත්‍රික්යන්වල ආපදා තත්වය පිළිබඳව සොයා බලයි appeared first on දිනමිණ.","Mon, 08 Dec 2025 06:04:19 +0000",5.9,06 07 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Dinamina,විපතට පත් අපේ මිනිසුන්ට පිහිට වූ ඒරෝප්පේ මනුස්සකම,https://www.dinamina.lk/2025/12/08/local/245810/%e0%b7%80%e0%b7%92%e0%b6%b4%e0%b6%ad%e0%b6%a7-%e0%b6%b4%e0%b6%ad%e0%b7%8a-%e0%b6%85%e0%b6%b4%e0%b7%9a-%e0%b6%b8%e0%b7%92%e0%b6%b1%e0%b7%92%e0%b7%83%e0%b7%94%e0%b6%b1%e0%b7%8a%e0%b6%a7-%e0%b6%b4/,"බදුල්ල නගරය ආසන්නයේම තිබෙන බදුලුඔය පිටාර ගලා පැමිණි ගංවතුරට ඔයේවත්ත ගම්මානයේ නිවාස 70ක් පමණ යටවිමෙන් පසු නිවාස පිරිසිදුකිරිමට ඇල්ල ප්‍රදේශයට පැමිණ සිටි&#8230;
The post විපතට පත් අපේ මිනිසුන්ට පිහිට වූ ඒරෝප්පේ මනුස්සකම appeared first on දිනමිණ.","Mon, 08 Dec 2025 05:59:25 +0000",5.9,70 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Dinamina,ජීවිත 08 ක් පස් කන්ඳට බිලිවෙද්දී කඳු මුදුනෙන් අලුත් දිය ඇල්ලක් මතුවෙයි,https://www.dinamina.lk/2025/12/08/local/245804/%e0%b6%a2%e0%b7%93%e0%b7%80%e0%b7%92%e0%b6%ad-08-%e0%b6%9a%e0%b7%8a-%e0%b6%b4%e0%b7%83%e0%b7%8a-%e0%b6%9a%e0%b6%b1%e0%b7%8a%e0%b6%b3%e0%b6%a7-%e0%b6%b6%e0%b7%92%e0%b6%bd%e0%b7%92%e0%b7%80%e0%b7%99/,"දිට්වා සුළි කුණාටුවත් සමග නායයෑමකට හසුව ජිවිත අටක් බිලිගත් පොල්ගහඅරාව කදුකරයෙන්  නව දියඇල්ලක් මතුව තිබෙන බව ප්‍රදේශවාසින් පවසයි. පසුගියදා පැවති අධික වර්ෂාවත්&#8230;
The post ජීවිත 08 ක් පස් කන්ඳට බිලිවෙද්දී කඳු මුදුනෙන් අලුත් දිය ඇල්ලක් මතුවෙයි appeared first on දිනමිණ.","Mon, 08 Dec 2025 05:42:49 +0000",5.9,08 8230 post 08 appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Dinamina,"රුහුණ සරසවියේ 32 වන උපාධි ප්‍රදානෝත්සවය මෙම මස 10, 11 සහ 12 දිනයන්හි දී",https://www.dinamina.lk/2025/12/08/local/245798/245798/,"රුහුණ විශ්වවිද්‍යාලයේ 32 වන උපාධි ප්‍රදානෝත්සවය විශ්වවිද්‍යාලයීය රබීන්ද්‍රනාත් තාගෝර් අනුස්මරණ ශ්‍රවණාගාරයේදී මෙම මස 10, 11 සහ 12 යන දිනයන්හි පැවැත්වේ. රුහුණ විශ්වවිද්‍යාලයේ&#8230;
The post රුහුණ සරසවියේ 32 වන උපාධි ප්‍රදානෝත්සවය මෙම මස 10, 11 සහ 12 දිනයන්හි දී  appeared first on දිනමිණ.","Mon, 08 Dec 2025 04:11:59 +0000",5.9,32 10 11 12 32 10 11 12 8230 post 32 10 11 12 appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Dinamina,කතරගම දේවාලයේ බස්නායක නිළමේ තේරීමේ ඡන්දය හෙට,https://www.dinamina.lk/2025/12/08/breaking-news/245789/%e0%b6%9a%e0%b6%ad%e0%b6%bb%e0%b6%9c%e0%b6%b8-%e0%b6%af%e0%b7%9a%e0%b7%80%e0%b7%8f%e0%b6%bd%e0%b6%ba%e0%b7%9a-%e0%b6%b6%e0%b7%83%e0%b7%8a%e0%b6%b1%e0%b7%8f%e0%b6%ba%e0%b6%9a-%e0%b6%b1%e0%b7%92/,"ඓතිහාසික  රුහුණු  මහා කතරගම  දේවාලයේ  13 වැනි බස්නායක  නිළමේවරයා ( නිළවරණයෙන්) තොරාපත්  කර ගැනීමේ නිළ වරණය හෙට (09) මොණරාගල  දිස්ත්‍රික්  ලේකම්  කාර්යාලයේ  දි පෙරවරු  10ට බෞද්ධ  කටයුතු  කොමසාරිස්  වරයා ගේ අධික්ෂණය යටතේ සිදු කිරීමට නියමිතය. මේ වන විට දෙවිනුවර  මහා විෂ්ණු  දේවාලයේ  බස්නායක  නිළමේ තිළිණ  මධුසංඛ  මහතා  කතරගම&#8230;
The post කතරගම දේවාලයේ බස්නායක නිළමේ තේරීමේ ඡන්දය හෙට appeared first on දිනමිණ.","Mon, 08 Dec 2025 03:56:37 +0000",5.9,13 09 10 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Dinamina,ආධාර රැගත් ඉන්දීය නෞකා 03ක් කොළඹ වරායට,https://www.dinamina.lk/2025/12/08/breaking-news/245785/%e0%b6%86%e0%b6%b0%e0%b7%8f%e0%b6%bb-%e0%b6%bb%e0%b7%90%e0%b6%9c%e0%b6%ad%e0%b7%8a-%e0%b6%89%e0%b6%b1%e0%b7%8a%e0%b6%af%e0%b7%93%e0%b6%ba-%e0%b6%b1%e0%b7%9e%e0%b6%9a%e0%b7%8f-03%e0%b6%9a%e0%b7%8a/,"ආපදාවෙන් විපතට පත් මෙරට ජනතාවට සහන සැලසීමේ වැඩපිළිවෙළට අඛණ්ඩව සහාය පළකරමින් ඉන්දීයාවේ තමිල්නාඩු රජයෙන් ලබා දෙන ආහාර, ඇඳුම් ඇතුළු අත්‍යවශ්‍ය ද්‍රව්‍ය ටොන්&#8230;
The post ආධාර රැගත් ඉන්දීය නෞකා 03ක් කොළඹ වරායට appeared first on දිනමිණ.","Mon, 08 Dec 2025 03:39:31 +0000",5.9,03 8230 post 03 appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,රැකී රක්ෂා,https://www.silumina.lk/2025/12/06/classifieds/53464/%e0%b6%bb%e0%b7%90%e0%b6%9a%e0%b7%93-%e0%b6%bb%e0%b6%9a%e0%b7%8a%e0%b7%82%e0%b7%8f-89/,"ඇබෑර්තු වෙළඳ / අලෙවිකරණ අපගේ රෙදි­පිලි ප්‍රදර්ශ­නා­ගා­ර­යට සේවක/​ සේවි­කා­වන් වහාම බඳවා ගනු ලැබේ. DAD එන්ටර්ප්‍රයිසස්,​ නො. 16,​ පමු­ණුව පාර,​ මහ­ර­ගම. 0777041524 079820 අලෙවි ක්ෂේත්‍රයේ නිද­හස් රැකි­යා­වක් විශ්‍රාමික බැංකු,​ ගුරු ගණ­කා­ධි­කාරී&#8230;
The post රැකී රක්ෂා appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:02:32 +0000",5.58,dad 16 0777041524 079820 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,නාය නොයන බිම් අගලක් නැති ගම්පොළ විනාශය,https://www.silumina.lk/2025/12/06/news-features/53458/53458/,"කොත්මලේ ජලා­ශයේ බැම්ම පුපු­රා­ගොස් ඇති බවට ප්‍රවෘ­ත්ති­යක් සමාජ මාධ්‍ය ඔස්සේ සංස­ර­ණය විය. තවත් තැනක දැක්වුණේ බැම්ම බර­ප­තළ අන­තු­රක තිබෙන බවයි. මේ තොර­තුරු දැකී­මෙන් පසු එයින් දැඩි කම්ප­න­යට පත් කාන්තා­වක මිය­ගොස්&#8230;
The post නාය නොයන බිම් අගලක් නැති ගම්පොළ විනාශය appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:50 +0000",5.58,8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,සොබා­ද­හමේ අභි­යෝ­ග­යට මුහුණ දී සිටින ඉන්දු­නී­සි­යාව,https://www.silumina.lk/2025/12/06/world/53424/%e0%b7%83%e0%b7%9c%e0%b6%b6%e0%b7%8f%e0%b6%af%e0%b7%84%e0%b6%b8%e0%b7%9a-%e0%b6%85%e0%b6%b7%e0%b7%92%e0%b6%ba%e0%b7%9d%e0%b6%9c%e0%b6%ba%e0%b6%a7-%e0%b6%b8%e0%b7%94/,"සුළි­කු­ණාටු, භූක­ම්පන, සුනාමි, ජල ගැලීම් ආදි­යෙන් පීඩා විඳින ඉන්දු­නී­සි­යාවේ ජන­තා­වට මෙවර අධික වැසි­ව­ලින්ද බැට­කෑ­මට සිදු වූ අතර, 2004 වසරේ සුනා­මි­යෙන් අධික හානි­යට පත් සුමාත්‍රා දූපත ආසන්න ප්‍රදේ­ශ­ව­ලට මෙවර මහ වැසි­ව­ලින්&#8230;
The post සොබා­ද­හමේ අභි­යෝ­ග­යට මුහුණ දී සිටින ඉන්දු­නී­සි­යාව appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:41 +0000",5.58,2004 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,ව්‍යාපාරික,https://www.silumina.lk/2025/12/06/classifieds/53465/%e0%b7%80%e0%b7%8a%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b7%8f%e0%b6%bb%e0%b7%92%e0%b6%9a-114/,"වෙළෙඳ ව්‍යාපාරික අවස්ථාවන් අක්කර දෙකක ඉඩ­මක වගා කර ලැබෙන ලාභය බෙදා ගැනී­මට අයෙකු අවශ්‍යයි. 0112578090,​ 0112578520. 078437
The post ව්‍යාපාරික appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:33 +0000",5.58,0112578090 0112578520 078437 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,නිවාස හා ඉඩම්,https://www.silumina.lk/2025/12/06/classifieds/53463/%e0%b6%b1%e0%b7%92%e0%b7%80%e0%b7%8f%e0%b7%83-%e0%b7%84%e0%b7%8f-%e0%b6%89%e0%b6%a9%e0%b6%b8%e0%b7%8a-119/,"නිවාස හා ඉඩම් ගේ දොර ඉඩකඩම් කොළඹ දිස්ත්‍රික්කය විකිණීමට අැතු­ල්කෝට්ටේ ප්‍රියද­ර්ශන මාවත පර්චස් 12 බිම් කොට­සක් විකි­ණී­මට. නිර­වුල් ඔප්පු. පර්චස් 1ක් රු.මි. 3.8. 0711713700 074797 කොස්ගම නගර සමී­පයේ 603 බස්&#8230;
The post නිවාස හා ඉඩම් appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:30 +0000",5.58,12 1 3 8 0711713700 074797 603 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,සාමාන්‍ය ‌සේවා,https://www.silumina.lk/2025/12/06/classifieds/53462/%e0%b7%83%e0%b7%8f%e0%b6%b8%e0%b7%8f%e0%b6%b1%e0%b7%8a%e0%b6%ba-%e0%b7%83%e0%b7%9a%e0%b7%80%e0%b7%8f-113/,"විවිධ අමතර ඉගැන්වීම් (ටියුෂන්) අ.උ.පෙ PHYSICS 070-3067766,​ COMBINED MATHS 077-5828008,​ CHEMISTRY 070-5070100 පළ­පු­රුදු උපා­ධි­ධාරී ගුරු­ව­රු­න්ගෙන් තනිව/​ කණ්ඩා­යම්. Live/​ onilne. 077996 BIOLOGY A/​L,​ උත්ත­ර­පත්‍ර පරීක්‍ෂකව­ර­යෙකි. පුන­රී­ක්ෂණ සිද්ධාන්ත ප්‍රවීණ ආචා­ර්ය­ව­ර­යෙක් නිව­සට. මහ­නු­වර,​&#8230;
The post සාමාන්‍ය ‌සේවා appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:29 +0000",5.58,physics 070 3067766 combined maths 077 5828008 chemistry 070 5070100 live onilne 077996 biology l 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
